,sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
153543,SR23-01885467,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Phone Call,2023-10-30 15:55:34,2023-11-16T07:59:56.000,2023-11-16 07:59:56,7755 W PALATINE AVE,Chicago,Illinois,60631,7755,W,PALATINE,AVE,False,False,10,41,1,16,1612,8,15,2,10,1123470.271361304,1941099.05054225,41.994774001,-87.82119,"{'latitude': '41.994774000940815', 'longitude': '-87.82119000000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,W107,,400.0727777777778
118159,SR23-01842143,Building Violation,BBA,DOB - Buildings,Completed,Internet,2023-10-24 08:57:05,2023-10-25T13:25:32.000,2023-10-25 13:25:32,3604 S WOOD ST,Chicago,Illinois,60609,3604,S,WOOD,ST,True,False,59,12,1,09,0912,1,8,3,10,1164858.190002254,1880739.804797665,41.828364001,-87.6706605,"{'latitude': '41.82836400094025', 'longitude': '-87.67066050000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L030,SR23-01810212,28.474166666666665
138407,SR23-01867152,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 10:54:57,2023-10-27T11:31:41.000,2023-10-27 10:54:57,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
187843,SR23-01928492,Street Cleaning Request,SDP,Streets and Sanitation,Canceled,Phone Call,2023-11-06 14:35:07,2023-11-08T13:19:28.000,2023-11-08 13:19:29,3130 W BLOOMINGDALE AVE,Chicago,Illinois,60647,3130,W,BLOOMINGDALE,AVE,False,False,22,26,2,14,1421,17,14,2,11,1155012.24259438,1911882.65225365,41.914026001,-87.7059495,"{'latitude': '41.91402600094059', 'longitude': '-87.7059495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I018,,46.739444444444445
74505,SR23-01780959,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 23:15:29,2023-10-15T23:30:49.000,2023-10-15 23:15:29,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,23,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
136042,SR23-01864279,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 21:53:03,2023-10-26T22:30:38.000,2023-10-26 21:53:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
28646,SR23-01723141,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 09:17:07,2023-10-06T09:32:31.000,2023-10-06 09:17:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
4614,SR23-01691562,Tree Planting Request,SED,Streets and Sanitation,Open,Internet,2023-10-02 08:19:23,2023-10-02T08:19:26.000,,6921 S HONORE ST,Chicago,Illinois,60636,6921,S,HONORE,ST,False,False,67,17,3,07,0735,31,8,2,10,1165290.970031123,1858680.344389148,41.767821001,-87.6696975,"{'latitude': '41.76782100094006', 'longitude': '-87.66969750000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L038,,
163709,SR23-01898895,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Mobile Device,2023-11-01 15:32:59,2023-11-15T09:35:52.000,2023-11-15 09:35:52,7258 N OLCOTT AVE,,,,7258,N,OLCOTT,AVE,False,False,9,41,1,16,1611,40,15,4,11,1125314.657097476,1947817.285770274,42.013179001,-87.8142555,"{'latitude': '42.01317900094086', 'longitude': '-87.81425550000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,X104,,330.04805555555555
150789,SR23-01881633,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 09:33:23,2023-10-30T10:31:23.000,2023-10-30 09:33:23,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
153645,SR23-01885631,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 16:14:46,2023-10-30T16:31:35.000,2023-10-30 16:14:46,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
168157,SR23-01904619,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-02 13:17:43,2023-11-02T13:32:51.000,2023-11-02 13:17:43,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,13,5,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
37475,SR23-01734150,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Internet,2023-10-08 11:05:06,2023-10-11T13:39:46.000,2023-10-11 13:39:46,4511 N KILBOURN AVE,Chicago,Illinois,60630,4511,N,KILBOURN,AVE,False,False,16,39,2,17,1722,17,11,1,10,1145333.965879467,1929695.190383788,41.963094001,-87.741054,"{'latitude': '41.96309400094072', 'longitude': '-87.74105400000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E011,,74.57777777777778
186658,SR23-01926917,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06 12:04:50,2023-11-06T12:04:51.000,2023-11-06 12:04:50,201 E CHESTNUT ST,Chicago,Illinois,60611,201,E,CHESTNUT,ST,False,False,8,2,3,18,1833,18,12,2,11,1178019.279530506,1906283.220119525,41.898168001,-87.621597,"{'latitude': '41.89816800094051', 'longitude': '-87.62159700000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q020,,0.0
32927,SR23-01728697,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Mobile Device,2023-10-07 01:11:42,2023-10-19T14:28:26.000,2023-10-19 14:28:26,171 W OAK ST,,,,171,W,OAK,ST,False,False,8,2,3,18,1832,41,1,7,10,1174675.620447479,1907046.157215315,41.900337001,-87.633855,"{'latitude': '41.900337000940524', 'longitude': '-87.6338550000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P020,,301.2788888888889
64423,SR23-01769171,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 13:10:07,2023-10-13T13:32:08.000,2023-10-13 13:10:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
181223,SR23-01920309,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05 09:39:08,2023-11-05T10:30:41.000,2023-11-05 09:39:08,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
166897,SR23-01902921,Vicious Animal Complaint,EAF,Animal Care and Control,Completed,Phone Call,2023-11-02 10:46:42,2023-11-02T12:34:06.000,2023-11-02 12:34:06,2947 W 36TH PL,Chicago,Illinois,,2947,W,36TH,PL,False,False,58,12,1,09,0911,2,10,5,11,1156958.139970383,1880276.800498868,41.827257023,-87.69965776,"{'latitude': '41.82725702346867', 'longitude': '-87.69965775999853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I030,,1.79
28961,SR23-01723554,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Phone Call,2023-10-06 09:51:51,2023-10-12T11:05:17.000,2023-10-12 11:05:17,6534 S MORGAN ST,Chicago,Illinois,60621,6534,S,MORGAN,ST,False,False,68,16,2,07,0724,24,9,6,10,1170698.553479198,1861349.759875725,41.775030001,-87.6497985,"{'latitude': '41.7750300009401', 'longitude': '-87.64979850000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N037,,145.2238888888889
55650,SR23-01757613,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11 21:03:03,2023-10-11T21:30:57.000,2023-10-11 21:03:03,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
190355,SR23-01931533,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-11-07 08:01:51,2023-11-08T06:24:38.000,2023-11-08 06:24:38,3807 W IOWA ST,Chicago,Illinois,60651,3807,W,IOWA,ST,False,False,23,27,1,11,1112,19,8,3,11,1150795.788307103,1905707.373120633,41.897164026,-87.721601908,"{'latitude': '41.897164026152794', 'longitude': '-87.7216019080295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,G020,,22.379722222222224
109385,SR23-01831286,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Phone Call,2023-10-22 12:33:03,2023-11-17T07:50:02.000,2023-11-17 07:50:02,10602 S LONGWOOD DR,Chicago,Illinois,60643,10602,S,LONGWOOD,DR,False,False,72,19,1,22,2212,26,12,1,10,1164892.804908329,1834292.699758901,41.700906001,-87.671844,"{'latitude': '41.700906000939796', 'longitude': '-87.67184400000188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K047,,619.2830555555555
79554,SR23-01788521,Tree Removal Request,SEE,Streets and Sanitation,Completed,Internet,2023-10-16 18:24:20,2023-10-27T07:29:21.000,2023-10-27 07:29:21,4914 S KOSTNER AVE,Chicago,Illinois,60632,4914,S,KOSTNER,AVE,False,False,57,14,1,08,0815,8,18,2,10,1147785.315745862,1871582.019261315,41.803578001,-87.7335345,"{'latitude': '41.80357800094018', 'longitude': '-87.73353450000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E033,,253.0836111111111
33183,SR23-01729009,Vicious Animal Complaint,EAF,Animal Care and Control,Completed,Phone Call,2023-10-07 07:15:04,2023-10-07T13:49:14.000,2023-10-07 13:49:14,11003 S HOMEWOOD AVE,Chicago,Illinois,60643,11003,S,HOMEWOOD,AVE,False,False,75,19,1,22,2212,48,7,7,10,1166039.112209525,1831628.591162199,41.693571001,-87.667722,"{'latitude': '41.69357100093978', 'longitude': '-87.66772200000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L048,,6.569444444444445
139360,SR23-01868344,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Internet,2023-10-27 12:29:08,2023-10-27T12:31:22.000,2023-10-27 12:31:22,1301 S WESTERN AVE,Chicago,Illinois,,1301,S,WESTERN,AVE,False,False,28,28,3,12,1233,19,12,6,10,1160578.902413881,1893985.049985194,41.864799877,-87.685994572,"{'latitude': '41.864799876811155', 'longitude': '-87.68599457157352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J025,,0.03722222222222222
29657,SR23-01724480,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 11:13:12,2023-10-06T11:33:37.000,2023-10-06 11:13:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
87884,SR23-01799481,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 09:02:51,2023-10-18T09:30:44.000,2023-10-18 09:02:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
105724,SR23-01827229,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Phone Call,2023-10-21 12:50:55,2023-10-21T14:39:06.000,2023-10-21 14:39:06,430 E 23RD DR,Chicago,Illinois,60616,430,E,23RD,DR,False,False,33,4,3,01,0132,6,12,7,10,1179545.314759998,1889317.735547028,41.851578928,-87.616512476,"{'latitude': '41.85157892786001', 'longitude': '-87.61651247568625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Animal Care and Control,R027,,1.8030555555555556
127239,SR23-01853412,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-25 13:40:47,2023-10-25T13:40:56.000,2023-10-25 13:40:56,2563 W FULLERTON AVE,Chicago,Illinois,60647,2563,W,FULLERTON,AVE,False,False,22,1,3,14,1431,7,13,4,10,1158698.447266216,1915830.715574064,41.924784993,-87.692298572,"{'latitude': '41.92478499283784', 'longitude': '-87.69229857214542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J017,,0.0025
10597,SR23-01699337,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03 06:49:11,2023-10-03T07:30:43.000,2023-10-03 06:49:11,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
133242,SR23-01860855,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 13:09:08,2023-10-26T13:32:24.000,2023-10-26 13:09:09,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
157724,SR23-01890954,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Phone Call,2023-10-31 13:20:24,2023-10-31T19:04:33.000,2023-10-31 19:04:33,8123 S KINGSTON AVE,Chicago,Illinois,60617,8123,S,KINGSTON,AVE,False,False,46,7,2,04,0422,23,13,3,10,1194674.003466566,1851493.44412575,41.747427001,-87.562233,"{'latitude': '41.747427000939986', 'longitude': '-87.56223300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,W041,,5.735833333333333
164822,SR23-01900297,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 20:53:01,2023-11-01T21:30:39.000,2023-11-01 20:53:01,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
77723,SR23-01785617,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Salesforce Mobile App,2023-10-16 13:05:39,2023-10-17T13:56:14.000,2023-10-17 13:56:14,2046 N SAYRE,Chicago,Illinois,60707,2046,N,SAYRE,,False,False,25,29,1,25,2512,9,13,2,10,1129150.747155281,1913032.811807553,41.917662001,-87.8009355,"{'latitude': '41.91766200094058', 'longitude': '-87.80093550000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,Y117,,24.843055555555555
37019,SR23-01733636,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-08 09:15:43,2023-10-08T09:31:41.000,2023-10-08 09:15:43,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
187704,SR23-01928309,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06 14:19:18,2023-11-06T14:31:49.000,2023-11-06 14:19:19,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
78339,SR23-01786571,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16 14:18:00,2023-10-16T14:32:31.000,2023-10-16 14:18:00,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
158808,SR23-01892546,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-31 16:26:19,2023-10-31T16:30:39.000,2023-10-31 16:26:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
107327,SR23-01829019,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Mobile Device,2023-10-21 21:23:06,2023-11-09T11:48:02.000,2023-11-09 11:48:02,2146 N MOODY AVE,,,,2146,N,MOODY,AVE,False,False,19,36,1,25,2512,5,21,7,10,1134979.267766494,1913640.397113723,41.919228001,-87.7795065,"{'latitude': '41.91922800094061', 'longitude': '-87.77950650000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,A017,,446.41555555555556
117992,SR23-01841925,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 08:35:22,2023-10-24T09:30:39.000,2023-10-24 08:35:22,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
64184,SR23-01768861,Street Cleaning Request,SDP,Streets and Sanitation,Completed,Mobile Device,2023-10-13 12:38:52,2023-10-18T15:32:24.000,2023-10-18 15:32:24,4309 N HAMLIN AVE,,,,4309,N,HAMLIN,AVE,False,False,16,33,2,17,1723,31,12,6,10,1150352.478906556,1928438.179424293,41.959548001,-87.7226355,"{'latitude': '41.95954800094073', 'longitude': '-87.72263550000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G012,,122.89222222222222
1102,SR23-01687387,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Mobile Device,2023-10-01 10:12:42,2023-10-26T08:49:15.000,2023-10-26 08:49:15,5849 N KINGSDALE AVE,,,,5849,N,KINGSDALE,AVE,False,False,12,39,1,17,1711,1,10,1,10,1144369.221935633,1938104.490257622,41.986188001,-87.7443885,"{'latitude': '41.986188000940814', 'longitude': '-87.74438850000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E008,,598.6091666666666
23605,SR23-01716699,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 10:59:12,2023-10-05T11:31:52.000,2023-10-05 10:59:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
3685,SR23-01690456,E-Scooter Parking Complaint,ESPC,Outside Agencies,Completed,Internet,2023-10-01 22:55:27,2023-10-01T23:49:58.000,2023-10-01 23:49:58,5201 N PAULINA ST,Chicago,Illinois,60640,5201,N,PAULINA,ST,False,False,77,40,1,20,2012,31,22,1,10,1164070.844860579,1934610.57520693,41.976205953,-87.672025579,"{'latitude': '41.976205952508536', 'longitude': '-87.67202557944456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L009,,0.9086111111111111
155183,SR23-01887569,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 07:52:39,2023-10-31T08:31:09.000,2023-10-31 07:52:40,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
181388,SR23-01920485,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Open,Internet,2023-11-05 10:13:29,2023-11-05T10:13:30.000,,7531 W ADDISON ST,Chicago,Illinois,60634,7531,W,ADDISON,ST,False,False,17,38,3,16,1631,6,10,1,11,1125131.087163862,1922980.025302687,41.945025968,-87.815483467,"{'latitude': '41.945025968394575', 'longitude': '-87.8154834674558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,X114,,
193227,SR23-01935541,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-11-07 14:36:37,2023-11-07T14:36:46.000,2023-11-07 14:36:46,8458 S CONSTANCE AVE,Chicago,Illinois,60617,8458,S,CONSTANCE,AVE,False,False,45,8,1,04,0412,49,14,3,11,1189935.465234056,1849034.265434472,41.740794001,-87.579675,"{'latitude': '41.740794000939935', 'longitude': '-87.5796750000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,U042,,0.0025
110499,SR23-01832528,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 17:42:23,2023-10-22T18:30:50.000,2023-10-22 17:42:23,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
176487,SR23-01914982,Shared Housing/Vacation Rental Complaint,SHVR,BACP - Business Affairs and Consumer Protection,Completed,Internet,2023-11-03 22:20:52,2023-11-14T09:10:06.000,2023-11-14 09:10:06,835 W ADDISON ST,Chicago,Illinois,60613,835,W,ADDISON,ST,False,False,6,44,2,19,1924,26,22,6,11,1169909.919522283,1924097.109701993,41.947230966,-87.650861031,"{'latitude': '41.94723096573025', 'longitude': '-87.65086103065478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N014,,250.82055555555556
187873,SR23-01928532,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Mobile Device,2023-11-06 14:38:17,2023-11-07T15:02:02.000,2023-11-07 15:02:02,2912 N KENNETH AVE,,,,2912,N,KENNETH,AVE,False,False,20,31,2,25,2523,26,14,2,11,1146131.031796393,1919074.221257506,41.933934001,-87.7383945,"{'latitude': '41.933934000940646', 'longitude': '-87.73839450000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E015,,24.395833333333332
52124,SR23-01752794,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 10:28:24,2023-10-11T10:33:09.000,2023-10-11 10:28:24,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
26651,SR23-01720744,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-05 19:49:23,2023-10-06T07:27:21.000,2023-10-06 07:27:21,1702 N MILWAUKEE AVE,,,,1702,N,MILWAUKEE,AVE,False,False,24,32,3,14,1434,2,19,5,10,1161863.223269153,1911208.937335478,41.912037001,-87.680799,"{'latitude': '41.91203700094056', 'longitude': '-87.6807990000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,K018,,11.632777777777777
